epoch,step,train_loss
0,9,0.23286433517932892
0,19,0.17481034994125366
0,29,0.12690863013267517
0,39,0.10871554166078568
0,49,0.09283937513828278
0,59,0.0691099464893341
0,69,0.09770766645669937
0,79,0.09756693243980408
0,89,0.054760225117206573
0,99,0.06921564042568207
0,109,0.05404125899076462
0,119,0.0652991384267807
0,129,0.05398580804467201
0,139,0.05171580612659454
0,149,0.04931323230266571
0,159,0.042014267295598984
0,169,0.05540034547448158
0,179,0.049686498939991
0,189,0.041543759405612946
0,199,0.05135229602456093
0,209,0.0422971285879612
0,219,0.04789517819881439
0,229,0.041333768516778946
0,239,0.04877850413322449
0,249,0.03773576021194458
0,259,0.04494946077466011
0,269,0.04190978780388832
0,279,0.04360345005989075
0,289,0.035523273050785065
0,299,0.03217586874961853
0,309,0.03025876171886921
0,319,0.037889596074819565
0,329,0.03584795817732811
0,339,0.035967305302619934
0,349,0.038930244743824005
0,359,0.03158320114016533
0,369,0.0427311472594738
0,379,0.035200588405132294
0,389,0.03556608408689499
0,399,0.032188113778829575
0,409,0.03242925554513931
0,419,0.030624480918049812
0,429,0.02649557776749134
0,439,0.03901100158691406
0,449,0.029462793841958046
0,459,0.03057653084397316
1,469,0.034345995634794235
1,479,0.040163107216358185
1,489,0.035104092210531235
1,499,0.036815986037254333
1,509,0.02931596338748932
1,519,0.03247097134590149
1,529,0.03468647971749306
1,539,0.03223157674074173
1,549,0.025762414559721947
1,559,0.0372014194726944
1,569,0.0340970978140831
1,579,0.02870126999914646
1,589,0.028752829879522324
1,599,0.028016546741127968
1,609,0.030362902209162712
1,619,0.03097163885831833
1,629,0.0363747663795948
1,639,0.030262494459748268
1,649,0.031049245968461037
1,659,0.0287485308945179
1,669,0.034888505935668945
1,679,0.03596983104944229
1,689,0.03634338825941086
1,699,0.034791745245456696
1,709,0.033321794122457504
1,719,0.032571736723184586
1,729,0.02880435436964035
1,739,0.03270062059164047
1,749,0.02926982194185257
1,759,0.02969726175069809
1,769,0.03464449569582939
1,779,0.030565977096557617
1,789,0.03390062600374222
1,799,0.027896204963326454
1,809,0.03633579984307289
1,819,0.030549386516213417
1,829,0.029769906774163246
1,839,0.025224290788173676
1,849,0.025983775034546852
1,859,0.030978912487626076
1,869,0.03897032514214516
1,879,0.02619117498397827
1,889,0.029360318556427956
1,899,0.03267279267311096
1,909,0.032502464950084686
1,919,0.02967957593500614
1,929,0.046670712530612946
2,939,0.03203633427619934
2,949,0.031410492956638336
2,959,0.02755754254758358
2,969,0.024365797638893127
2,979,0.023119421675801277
2,989,0.022819314152002335
2,999,0.0321156345307827
2,1009,0.032536137849092484
2,1019,0.027965860441327095
2,1029,0.027608443051576614
2,1039,0.029151322320103645
2,1049,0.028940949589014053
2,1059,0.025008998811244965
2,1069,0.028026098385453224
2,1079,0.029128460213541985
2,1089,0.03328607603907585
2,1099,0.0228996854275465
